ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1,original_script
XV000145,dar,Sultʼan awlija ʁuna caw.,,,Sultan is a simple-minded person.,,,e8bdf3355516197907e10a36531f1b0c,SN000253,Султан как тронутый.,СултIан авлия гъуна цав
XV000146,dar,Ala aχir zaja biχʷab.,,,May the end of your life be bad.,,,0c1201f7d17889f41076abd135be4e98,SN000255,Чтоб конец твоей жизни испортился.,Ала ахир зая бихваб.
XV000147,dar,U wiχči arguldew aχiratlij?,,,Do you believe in the afterlife?,,,f084119bfd3147a9d00a9e2a52e40d13,SN000256,Ты веришь в потусторонний мир?,У вихчи аргулдев ахиратлий?
XV000148,dar,Aχmaχce ʡaˁči barqʼibdaqʼal.,,,"I did a stupid work (e.g. I did something stupid, not necessarily work).",,,172bc3b8894cd2b9845ebabec0c1ae84,SN000259,Я сделал дурную работу.,Ахмахце гIячи баркьибдакьал.
XV000149,dar,Dučːi aχranne kajžibda.,,,At night I was guarding (lit. sitting on / at guard).,,,a1d71ea5cf800bf121d2ef8dd983efc2,SN000261,Я ночью охранял.,Дуччи ахранне кайжибда.
XV000150,dar,Aχranni qːačuʁe baˁqib.,,,The guard wounded the bandits.,,,16449ebf5f7619f2b7e825b801cb1682,SN000262,Охранник бандитов ранил.,Ахранни къачугъе бяхъиб.
XV000151,dar,Atːa činawel dam aχːu.,,,I don't know where father is.,,,9904e5aedb424607ae62bb0f86a8a3f7,SN000266,Папа где я не знаю.,Атта чинавел дам ахху.
XV000152,dar,azat admi,,,free person,,,,SN000267,свободный человек,азат адми
XV000153,dar,Nišːala azbarled qːuʁa gʷagʷne dikʼu.,,,Beautiful flowers are growing in our garden.,,,d20ec85cf7f94f8017e677ba481bca56,SN000270,На нашем дворе красивые цветы растут.,Нишшала азбарлед къугъа гвагвне дикIу.
XV000154,dar,Dila led azir qːuruš.,,,I have one thousand rubles.,,,7be02ebccb927086d49b0bfa7bfd7c46,SN000272 ; SN003960,У меня 1000 рублей.,Дила лед азир къуруш.
XV000155,dar,ʁuˁraj bičːaqu azir-kʼapran qʼar.,,,The hare loves the grass of the milfoil.,,,a8ff83ca43639a7ee1d8a1e6badd2359,SN000275,Кролик любит тысячелистник.,Гъёрай биччахъу азир-кIапран кьар.
XV000156,dar,Qʼurbannij ažal kabeʁib.,,,Kurban’s death came. (i.e. he died),,,d23d35c2ca6f2fa5ef3577816fe0e442,SN000279,Наступила смерть Урбана. (то есть он умер),Кьурбанний ажал кабегъиб.
XV000157,dar,Ažalla musːa bekʼleb cab.,,,The temple is a body part.,,,5f1984adcff179a44ca1989b67d4425a,SN000280,Висок находится на голове.,Ажалла мусса бекIлеб цаб.
XV000158,dar,Hež dila ʡaˁči ažaqa!,,,Make my work such that it works!,,,5d31da2caf0ff8f0fc93b9565805e8e6,SN000281,"Сделай эту мою работу так, чтобы получилось!",Гьеж дила гIячи ажахъа!
XV000159,dar,Dešːa ažduhnal χalqʼ bukːi.,,,In earlier times monsters ate people.,,,63dbd4f9b9e7c4e3e07e60ff88209927,SN000282,Раньше чудовищи ели людей.,Дешша аждугьнал халкь букки.
XV000160,dar,Du aželij gulikʼunneda.,,,I listen to the melody.,,,ef76d7605a19f47f0e3600472ab137cc,SN000283,Я слушаю мелодию.,ду ажелий гуликIуннеда.
XV000161,dar,U ažij bikːuldew?,,,Do you want to leave?,,,f375e1f16b7ff04e7b6235d1e6f9e7cc,SN000284,Хочешь уходить?,У ажий биккулдев?
XV000162,dar,Dila atːa šaharle agur.,,,My father went to town.,,,,SN000284,Мой папа поехал в город.,Дила атта шагьарле агур.
XV000163,dar,U Sːanži agurde.,,,You went to Sanzhi.,,,4a1657f2f18c8a1059d5d25ef78e1ae1,SN000284,Ты в Санжи пошёл.,У Ссанжи агурде.
XV000164,dar,Dila helitːe agur.,,,It happened to me like this.,,,,SN000285,У меня так получилось.,Дила гьелитте агур.
XV000165,dar,Ul qʼast barqʼa! Belki ala ažij.,,,"Try it, maybe you can succeed.",,,,SN000285 ; SN000452 ; SN004071,"Попробуй, может у тебя получится.","Ул кьаст баркьа, белки ала ажий."
XV000166,dar,Ažij χajri birχu.,,,Maybe it's going to go well.,,,f2312ff532a39855d43452e6ececffb6,SN000285,"Может, что получится.",Ажий хайри бирху.
XV000167,dar,U aba ažij bikːuldew?,,,Do you want to become a mother?,,,f49e47b8c4e43b69b48e3b8494f17b15,SN000286,Хочешь стать матерью?,У аба ажий биккулдев?
XV000168,dar,Du šupir agurda.,,,I became a chauffeur.,,,b897a8fde0ecc05f167d641e6cfedb46,SN000286,Я стал шофёром.,Ду шупир агурда.
XV000169,dar,Itij bikːul akːʷi χːulace agaraj.,,,He didn't want to become tall.,,,,SN000286,Он не хотел стать большим.,Итий биккул аккви ххулаце агарай.
XV000170,dar,it tamašalij χalqʼ aʔ baˁqib,,,The people were staring surprisedly.,,,b70b4867c9efe247aa6cc2de2df3753c,SN000287,Люди от удивления разинули рты.,ит тамашалий халкь аъ бяхъиб
XV000171,dar,it tamašalij χalqʼ aʔ bulqun cab.,,,The people are staring surprisedly.,,,323ad4975374e8de757a365dcc872ff8,SN000289,Люди от удивления разинули рты.,ит тамашалий халкь аъ булхъун цаб
XV000172,dar,Dul berkunda babqʼi tʼultʼ.,,,I ate half a bread.,,,b8f3cb0f0ca9eac2ccce10f7f858ec7c,SN000294,Я съел половину хлеба.,Дул беркунда бабкьи тIултI.
XV000173,dar,šamilli radiu baˁbʁib.,,,Shamil broke the radio.,,,a3e38e43b4dffc096a228535edf5d940,SN000296,Шамиль разбил радио,Шамилли радиу бябгъиб
XV000174,dar,Dul baˁbχːibda hincballa kːalkːi.,,,I shook the apple tree.,,,609ab54524924ec92124c45a7f3a8c7f,SN000297,Я потрусил яблочное дерево.,Дул бябххибда гьинцбалла ккалкки.
XV000175,dar,Ižal dučːi bacla šːala cab.,,,Tonight there is the light of the moon.,,,e8d86544536fd7911b815cb3837708f0,SN000298,Сегодня ночью луны свет.,Ижал дуччи бацла шшала цаб.
XV000176,dar,Woronežled kelgunda kʼʷel bacdel.,,,We stayed in Voronezh for two months.,,,,SN000299,В Воронеже мы остались 2 месяца.,Воронежлед келгунда кIвел бацдел.
XV000177,dar,Qu bacij zamana cab.,,,It's time to plow the field.,,,6f087403d735cc74c052623b99170971,SN000300,Огород пахать время.,Хъу баций замана цаб.
XV000178,dar,Bacen!,,,Plow!,,,057d480d3bc49d1a229e74a82577e0d7,SN000300,Вспаши!,Бацен!
XV000179,dar,Abal mig bacʼaqib.,,,Mother melted ice.,,,b79620d0e1aed5f1bc1b9edd2343dbf3,SN000307,Мама растаяла лёд.,Абал миг бацIахъиб.
XV000180,dar,Baril mig bacʼaqib.,,,The sun melted the ice.,,,5b454bcc02ea9a6359aee88c52115f26,SN000307,Солнце растаял лёд.,Барил миг бацIахъиб.
XV000181,dar,Ebla duˁħi bacʼib.,,,In spring the snow thawed.,,,4707a565333b51080603ea595aac209b,SN000310,Весной снег растаял.,Эбла дёхIи бацIиб.
XV000182,dar,Urkʼi bacʼ!,,,May your heart melt!,,,,SN000310,Чтобы сердце расплавилось!,УркIи бацI!
XV000183,dar,ħaˁšak bacʼlede.,,,The pot was empty.,,,ecf1d3c9fce4fada21bb9524563f3e8a,SN000311,Кастрюля была пустая.,хIяшак бацIледе.
XV000184,dar,Dul rursːij asːibda qːuʁa bači.,,,I bought my daughter a beautiful necklace.,,,b464ea6d36a0c799c94e7f22ded1a363,SN000313,Я дочки купил красивую цепочку.,Дул рурссий ассибда къугъа бачи.
XV000185,dar,Tukenner sadiqːan duqne daˁčun.,,,The eggs brought from the shop broke.,,,d03fef6dd2dc738d1c5fb11f085e5eea,SN000314,"Яйца, которые несли из магазина, разбились.",Тукеннер садикъан духъне дячун.
XV000186,dar,Iž bačibdew?,,,Did you smear this one?,,,bde309d87142641c64a4f1527ff036ce,SN000315,Это намазал?,Иж бачибдев?
XV000187,dar,Hež lac ul širri baka!,,,Paint this wall with paint!,,,e5b14584974dc0e296f785a4f6561585,SN000316,Эту стену ты краской покраж!,Гьеж лац ул ширри бака!
XV000188,dar,Kːalkːi bačʼij bikːul cab.,,,(He) wants to grow a tree.,,,a5462c602ba4770f4c70f95702563659,SN000319,Дерево хочет расти.,Ккалкки бачIий биккул цаб.
XV000189,dar,Mašinni dila ʡaˁrʡaˁ baˁčʼun.,,,A car squished my hen.,,,e876f64e1461024e954476af89083772,SN000320,Машина мою курицу раздавил.,Машинни дила гIяргIя бячIун.
XV000190,dar,Baˁčʼen!,,,Squeeze it!,,,25717ff8aef17177e70f91da7d6cc76e,SN000320,Придави!,БячIен!
XV000191,dar,ebla χalqʼli bačʼu lucʼu.,,,In the summer the people gather cherries.,,,f1f397805a46bbb7263a2aa994378f68,SN000321,Летом люди собирают черешню.,Эбла халкьли бачIу луцIу.
XV000192,dar,Tʼutʼi lucʼul badrumacːe,,,collecting vines in buckets,,,7e35fd125a246d4a379e611353af441a,SN000322,Виноград собирая в вёдра,тIутIи луцIул бадрумацце
XV000193,dar,Bah qːuʁace ude!,,,The most beautiful one is you!,,,ddacecdf249cc6838ca67171468c7541,SN000323,Самый красивый / Самая красивая – это ты!,Багь къугъаце уде!
XV000194,dar,mašinna wah agur Zamir.,,,Zamir became the owner of the car.,,,c55db20fc4227307c8a2576529771bff,SN000324,Замир стал владельцем машины.,Машинна вагь агур Замир
XV000195,dar,Aminatli uškulle durħuˁ wah walgun,,,Aminat dressed his son for school.,,,a7bb016706f586d40e4f85548f2e5b3d,SN000325,Аминат одевает сына в школу.,Аминатли ушкулле дурхIё вагь валгун
XV000196,dar,Aminat rah rugun car.,,,Aminat dressed.,,,9dc0473ea797ea6f45678b7e26e32464,SN000328,Аминат одетая (оделась),Аминат рагь ругун цар
XV000197,dar,Aminat rah rulgunne car.,,,Aminat is getting dressed.,,,d339b5983795ba1886c64e5b520c24ea,SN000329,Аминат одевается.,Аминат рагь рулгунне цар.
XV000198,dar,Ducʼlicːer bah hila ričib Ajšat.,,,Ajshat was the very last one on the run (i.e. arrived as the last one).,,,246244e9d00db63267e828220124371c,SN000330 ; SN002273,В беге Айшат осталась последней.,ДуцIлиццер багь гьила ричиб Айшат.
XV000199,dar,Du bahhilawda.07.Dez.2018,,,I am the last one.,,,d4d4f9ffdc1b333679948a4ae4326d60,SN000330,Я (самый) последний.,Ду багьгьилавда.
XV000200,dar,Aminatli uškulle waxan durħuˁ wah lugunne caw.,,,Aminat dresses his son who is going to school.,,,93634b7a71aba0894231b17092149469,SN000331,"Аминат одевает сына, который идет в школу.",Аминатли ушкулле вахьан дурхIё вагь лугунне цав.
XV000201,dar,Dul asːibda χinžal ʡaˁħ bahalij.,,,I bought a dagger for a good price.,,,cda7a57a3e34ca877a0dde6e3fa281a1,SN000332,Я купил кинжал за хорошую цену.,Дул ассибда хинжал гIягь багьалий.
XV000202,dar,ʡaˁčila baha,,,price of the work,,,,SN000332,заработная плата,гIячила багьа
XV000203,dar,Bahadurri χalqʼ bercur cʼallisar.,,,The hero saved the people from the fire.,,,2a5c63c611406c6e665a7cfb480afeaa,SN000333,Герой спас людей от огня.,Багьадурри халкь берцур цIаллисар.
XV000204,dar,Bahana barčːible ʡaˁčile aagur.,,,Having found a reason (he) did not come to work.,,,5f2481d7ac8290fde8f6b3d2c2dcbf29,SN000335,"Причину нашёл, на работу не пошёл.",Багьана барччибле гIячиле аагур.
XV000205,dar,Čʼan bahandan šːala bišun.,,,Because of the wind the light went out.,,,badfea0d8d129010b6c66f4aa5e6707d,SN000336,Из-за ветра свет погас.,чIан багьандан шшала бишун.
XV000206,dar,U bahanne du Maskawle aagurda.,,,Because of you I didn't go to Moscow.,,,54d98f0b14d05d9dbdce5da9349c7781,SN000337,Из-за тебя я не поехал в Москву.,У багьанне ду Маскавле аагурда.
XV000207,dar,"mašin asːij bahanne, dul arc dirqʼulda.",,,"In order to buy a car, I made money.",,,7fe07925770e514f9d87420901621009,SN000338,Чтобы машину купить я зарабатываю деньги.,"машин ассий багьанне, дул арц диркьулда"
XV000208,dar,It har zamana bahatʼunne wirχu.,,,He is always anxious.,,,816d991e0f7c12402adf3e947c9ad656,SN000339,Он всегда бывает озабоченный.,Ит гьар замана багьатIунне вирху.
XV000209,dar,Dila bahinte nalla žahille bel.,,,My parents are still young.,,,e7e479cd8afcb7f0006f2f711cce9e18,SN000342,Мои родители пока молодимы остались.,Дила багьинте налла жагьилле бел.
XV000210,dar,Bahla-bahlal itːij hitːi ditirʁanda.,,,"Slowly, slowly we will catch him.",,,4c8140156fc11cb2361dccc012e006cd,SN000346,"Медленно, медленно его догоним.",Багьла-багьлал иттий гьитти дитиргъанда.
XV000211,dar,Bahla riχʷe!,,,Calm down! Make slowly!,,,ba307aa1dcf741c6fd195d5527fde9c3,SN000349,Медленно ходи! / Успокойся!,Багьла рихве!
XV000212,dar,bahlalla χːulace qal,,,the biggest house (of all),,,4cec21fb8cfc9499a8eca56a27712a80,SN000351,самый-самый большой дом,багьлалла ххулаце хъал
XV000213,dar,Bahsar u taˁħ iže!,,,You jump first!,,,f6f3656b16bbb3f4070fc38ef3d8762d,SN000354,Первым ты прыгай!,Багьсар у тяхI иже
XV000214,dar,U baˁħcedew?!,,,Are you crazy?!,,,0e5bea1d5ded93e5771db4c56ef623a5,SN000357,Ты дурак?!,У бяхIцедев?!
XV000215,dar,Dila tːapri daˁħun.,,,My slippers got wet.,,,f913dee107181013ef6475b7ee536b9c,SN000358,Мои туфли намочились.,Дила ттапри дяхIун.
XV000216,dar,Dam bičːaqːid baˁħtːilgu kajžij.,,,I love to sit in the shadow.,,,736d86f3c21db580f562be39fef14d32,SN000359,Я люблю сидеть в тени.,Дам биччакъид бяхIттилгу кайжий.
XV000217,dar,Bajramtaj ce birqʼuldaja?,,,What do you do on the holidays?,,,86914304e41e5ca0ee4ab6245407adbd,SN000361,На праздники что делаете?,Байрамтай це биркьулдая?
XV000218,dar,ʡaˁskartal čula bajraq aq barqʼib.,,,The soldiers raised their flag.,,,0ec729de6083a83bc6ee99f70b658476,SN000362,Солдаты подняли свой флаг.,гIяскартал чула байрахъ ахъ баркьиб.
