ID,Language_ID,Headword,Part_Of_Speech,Comment,Cyrillic,Entry_IDs,Genitive_Form,Imperative_Form,Media_IDs,Morphology,Oblique_Form,Past_Tense,Plural_Form,PoS_Russian,Present_Tense,Variant_Form
LX000107,dar,aʁul,adj,,агъул,,,,b8f8fb5d585f2497bd9378694e7051f1,aʁul-an,,,aʁulte,прил,,
LX000108,dar,aʁul,n,,агъул,,,,b8f8fb5d585f2497bd9378694e7051f1,aʁul-an,,,aʁulte,сущ,,
LX000109,dar,aʁulan,n,,агъулан,,,,a2cbe15386bf09f5fdea8fc602deae8e,,,,aʁulte,сущ,,
LX000110,dar,aʁulla,adj,,агъулла,,,,4b2a2c52039d3e3d8a3e41d15215f9ae,aʁu-la,,,aʁute,прил,,
LX000111,dar,aʁʷ darš,adj,,агъв дарш,,,,623a7a115746ed203c589c153a5426e2,aʁʷ--darš,,,,числ,,
LX000112,dar,aʁʷal,adj,,агъвал,,,,d5d0f2005c96b58e808c4f8a4c0ad74a,aʁʷ-al,,,,числ,,
LX000113,dar,aʁʷalra,adj,group numeral,агъвалра,,,,f169e3f79e6fae6b5d3305470518d79b,aʁʷ-al-=ra,,,,числ,,
LX000114,dar,aʁʷcʼal,adj,,агъвцIал,,,,d086af15d70e6f6983da5af61dc86c33,aʁʷ-cʼal,,,,числ,,
LX000115,dar,aʁʷcʼalla,n,a remembrance meeting that is held forty days after the death of a person,агъвцIалла,,,,d678a488aa2e72d14bd3d72d1cf51e40,aʁʷ-cʼal-la,,,,сущ,,
LX000116,dar,aʁʷla,adj,,агъвла,,,,f2bf301e8ff06409df1f9ed2dbcb514e,aʁʷ-la,,,aʁʷlame,числ,,
LX000117,dar,aʁzin biχʷij,v,the audio has the masculine singular aʁzin iχʷij ; this sentence contains the imperfective verb stem aʁzin birχʷij,агъзин бихвий,,,,66fb4385a134f881dcc445d91ca0ff56,aʁzin--b-iχʷ-ij,,aʁzin biχub,,гл,,
LX000118,dar,aʁzince,adj,No agreement prefix,агъзинце,,,,a54f0aa49df9a36e732c1849920adb8f,aʁzin-ce,,,,прил,,
LX000119,dar,aʁzindex,n,,агъзиндехь,,,,a8ec11560cecf8ac5c1499173704aea0,aʁzin-dex,,,,сущ,,
LX000120,dar,asabeʁibil,adj,,асабегъибил,,,,727e0ea73692824b60fcb18f2b04add1,a-sa-b-eʁ-ib-il,,,,прил,,
Asijat,dar,Asijat,n,female name,Асият,,,,f3aca78b43a6ae65b1bd74400fc42354,,,,,собств,,
askice,dar,askice,adj,refers only to things,аскице,,,,73a35ba1549906476e2865acce7162ef,aski-ce,,,askite,прил,,
LX000121,dar,astʼalawaj,n,Russian loan,астIалавай,,,,f264816e2e0edbd345041e587418596b,,,,astʼalawajte,сущ,,ustʼalawaj
LX000122,dar,asːalamu ʡaˁlajkum,interj,"greeting, used only between men; Arabic loan",ассаламу гIялайкум,,,,3679261fa1d5a1737052f768bcea0905,,,,,межд,,
LX000123,dar,asːij,v,No agreement marker ; when used with the spatial preverb ha- ; when used without ha-,ассий,,,Asːa!,28b089f3136228a646c7b240180f97e8,asː-ij,,asːib,,гл ; гл,,
LX000124,dar,aškar barqʼij,v,,ашкар баркьий,,,aškar barqʼa!,33ae6e9d965694e3b7da856806e8838e,aškar--b-arqʼ-ij,,aškar barqʼib,,гл,,
LX000125,dar,aškar biχʷij,v,,ашкар бихвий,,,,14553400772fde9633565f2378ddba75,aškar--b-iχʷ-ij,,aškar biχub,,гл,,
LX000126,dar,aškarce,adj,,ашкарце,,,,57f032a00ffefdb4d978c24a89a4b7d1,aškar-ce,,,,прил,,
LX000127,dar,aškarre,adv,not secretive/concealed; не скрытно,ашкарре,,,,17cdca487ec4750c1df467886c0af2c3,aškar-re,,,,нареч,,
LX000128,dar,ašmag,n,"long scarf on top of the clothes, goes down to the legs, national dress, for women only",ашмаг,,,,f5fcd6ebc9273811438f5682ad3a2d33,,,,ašmuge,сущ,,
LX000129,dar,ašrali,n,small jug with Kubači style pattern; HM does not know this word; nothing similar in Lit. Dargwa,ашрали,,,,e2c8635ed29c3378f84e87b2a02ae7b7,,,,,сущ,,
LX000130,dar,ašrapi,n,Persian loan,ашрапи,,,,de6b2fceeedd9dc8b416e52000ab5e3c,,,,,сущ,,
LX000131,dar,ašːala,pron,,ашшала,,,,493b98b255bca92dd5d41f8362838c37,ušːa-la,,,,мест,,
at,dar,at,pron,,ат,,,,1eed3e92eaaf7c8cd964da1fd7434e46,,,,,мест,,
-at,dar,-at,v.suf,imperfective conditional second person,-ат,,,,,,,,,гл. суф,,
LX000132,dar,at,prev,,ат,,,,,,,,,прг,,
LX000133,dar,-atːa,v.suf,,-aтта,,,,,,,,,гл. суф,,-at
LX000134,dar,-atːa,v.suf,,-aтта,,,,,,,,,гл. суф,,
LX000135,dar,atːa,n,,атта,,,,75241fbd71225a958fc5306a341c7eb5,,,,atne,сущ,,
LX000136,dar,atːa-aba,n,,aтта-аба,,,,ef0c9db4614dfefdcbe41d92927df1e7,atːa--aba,,,atːa-abne,сущ,,
LX000137,dar,atːaba,n,father's mother; папина мать,аттаба,,,,589f47ae43aeef7fff0993f9197b9d40,atːa--aba,,,atːabne,сущ,,
LX000138,dar,atːacːi,n,father's brother; брат отца,аттацци,,,,ba6ca9499161b6ecd3f8a91bb2914d08,atːa--acːi,,,atːacibe,сущ,,
LX000139,dar,-atːal,v.suf,realis conditional second person plural,-aттал,,,,,,,,,гл. суф,,-at
LX000140,dar,atːazi,n,"father's sister, сестра отца",аттази,,,,3378bcfe28ce93b55f926cc26c2b6070,,,,atːazibe,сущ,,
LX000141,dar,-atːe,v.suf,,-aттe,,,,,,,,,гл. суф,,
LX000142,dar,-atːe,v.suf,realis conditional second person singular,-aттe,,,,,,,,,гл. суф,,-at
LX000143,dar,atːiχ barqʼij,v,the first part is a Russian loan,аттих баркьий,,,,6c093c64298a2d5c9a60152c473364f6,atːiχ--b-arqʼ-ij,,atːiχ barqʼib,,гл,,
LX000144,dar,atʼaqij,v,no agreement prefix ; causative verb,атIахъий,,,,4fc4e0d24a4671ea450de286abec7847,atʼ-aq-ij,,atʼaqun,,гл,,
LX000145,dar,atʼij,v,No agreement marker ; forcefully; usually used together with či-ka-,атIий,,,,d19db20662cd01fa83bed34a2b462888,atʼ-ij,,atʼun,,гл,,
LX000146,dar,=aw,prt,,=aв,,,,,,,,,част,,=w; =uw
awadance,dar,awadance,adj,,аваданце,,,,e8b4ace53a5b1383313d74e1589e008a,awadan-ce,,,,прил ; прил,,
awadandex,dar,awadandex,n,,авадандехь,,,,37e016b0feeaf96fc462736518a52013,awadan-dex,,,,сущ,,
awadanne,dar,awadanne,adv,,аваданне,,,,49a4bc4646da96b6945aadac7e29d7e5,awadan-le,,,,нареч,,
LX000147,dar,awadantal dirqʼij,v,antipassive construction,авадантал диркьий,,,,13555d532e23746e3087996953e45c60,awadan-te-a-l--d-irqʼ-ij,,,,гл,awadantal dirqʼul,
awara,dar,awara,n,,авара,,,,36e203c59472eb46d4bd219a670180fb,,,,,сущ,,
LX000148,dar,awara akːʷardex,n,,авара акквардехь,,,,b107b02c0d5ae5b7f49d25a02a7e48eb,awara--akːʷ-ar-dex,,,,сущ,,
LX000149,dar,awaˁrqːurce,n,this is the masculine singular form,авяркъурце,,,,18fa1ab6729c45ade027df0a20312a8f,a-w-aˁrqː-ur-ce,,,abaˁrqːurte,сущ,,
awlaq,dar,awlaq,n,,авлахъ,,,,e14506f745baab353235e51d182d73c4,,,,awlaqːe,сущ,,
awlija,dar,awlija,n,"refers to animate beings (people, animals); might be a loan (identical in Standard Dargwa)",авлия,,,,9699bdb92d48fe853a6976cec75f52d0,,,,awlijabe,сущ,,
LX000150,dar,aχ,interj,,ах,,,,8083599baf19e95e9e49d0fde4f59052,,,,,межд,,
LX000151,dar,aχir,n,Arabic loan,ахир,,,,6c157e6e4834c610d6bd78381f6a250b,,,,aχirte,сущ,,
LX000152,dar,aχirat,n,after death; Arabic loan,ахират,,,,c499b713c99dc1445ae735a6abbcc535,,,,,сущ,,
LX000153,dar,aχirrij,adv,,ахиррий,,,,75f777e95ae8c09c13f1489f9dafff64,aχir-li-j,,,,нареч,,
LX000154,dar,aχmaχ,n,,ахмах,,,,dbe25a107ac46955fc8feedc89f758ab,,,,aχmuχe,сущ,,
LX000155,dar,aχmaχce,adj,refers rather to human beings than to events or situations,ахмахце,,,,dbe25a107ac46955fc8feedc89f758ab,aχmaχ-ce,,,aχmuχe,прил,,
LX000156,dar,aχmaχdex,n,,ахмахдехь,,,,1ac8e1152e2a59a2276e4ac3c3ca73d5,aχmaχ-dex,,,,сущ,,
LX000157,dar,aχran,n,Russian loan ; refers to the action ; refers to the person who is acting,ахран,,,,b12d7d38fe7e867a8903e1b27600d556,,,,aχrante,сущ ; сущ,,
LX000158,dar,aχtardi,n,,ахтарди,,,,dff6460b5b8f636902cc3bc8f4e7c777,,,,,сущ,,
LX000159,dar,aχtardi barqʼij,v,,ахтарди баркьий,,,,9b1069b2476d4dbf801304b86bb54ae2,aχtardi--b-arqʼ-ij,,aχtardi barqʼib,,гл,,
LX000160,dar,-aχː,v.suf,conditional suffix used with imperfective verbs,-ахx,,,,,,,,,гл. суф,,
LX000161,dar,aχːu,prt,"parenthetical particle, can only be used together with the first person singular dative pronoun dam i.e. it does not allow for an embedded clause",ахху,,,,41c281b6452ae06c3057b6f449e94d9a,,,,,част,,
azatce,dar,azatce,adj,refers to people; Persian loan,азатце,,,,00ff9143db133cc7016b3cac4fa6d3f6,azat-ce,,,,прил,,
azatdex,dar,azatdex,n,,азатдехь,,,,4553b49d9505dc487028fc4f74c17aa7,azat-dex,,,,сущ,,
azatle,dar,azatle,adv,,азатле,,,,d27f9b5a8ae6e7fcc584abcaa1446ef7,azat-le,,,,нареч,,
azbar,dar,azbar,n,,азбар,,,,53c2000f1676c1163bf17c9983ef1c37,,,,azburte,сущ,,
-azi,dar,-azi,deriv,adjectivizing suffix,-ази,,,,,,,,,дерив,,
azir,dar,azir,adj,Persian loan,азир,,,,980fc6ec58d7ce740c36ad6bd0727418,,,,,числ,,
azir_kumran,dar,azir kumran,n,,азир кумран,,,,f39eccda0d11b5c00f5a67f05d33a604,azir--kum-r-a-n,,,azir kumrante,сущ,,
LX000162,dar,azir kʼapran,n,"lit.: ""thousand-leaves""; refers to the body part of the cow ; lit.: ""thousand-leaves""",азир кIапран,,,,28f1c274a8e7cf27383099b2457d8da4,azir-kʼapːur-re-an,,,azir kʼaprante,сущ ; сущ,,
LX000163,dar,azir tʼuˁlan,n,this word has two variants,азир тIёлан,,,,736c5464bc0ce046e66c08a460a830b7,azir--tʼuˁ-lan,,,azirtʼuˁlante,сущ,,
LX000164,dar,azir tʼuˁmar,n,this word has two variants,азир тIёмар,,,,e4e5f2edbd5df39ec982ba34fb6ef552,azir--tʼuˁ-me-ar,,,,сущ,,
aziribil,dar,aziribil,adj,,азирибил,,,,a4348b1eee136973eff6bccf5eac1d9e,azir--ʔ-ib-il,,,,числ,,
LX000165,dar,ažal,n,Arabic loan,ажал,,,,48c368542e407ab72d7d944e44eb8a45,,,,ažalte,сущ,,
LX000166,dar,ažalla musːa,n,part of the face,ажалла мусса,,,,4e0aa792671a64804781cabba20deb88,ažal-la--musːa,,,,сущ,,
LX000167,dar,ažaqij,v,No agreement marker; causative of ažij 'go',ажахъий,,,ažaqa!,b837a6f4b6942dfc404684730d5e4a50,ag-aq-ij,,agaqur,,гл,,
LX000168,dar,aždaha,n,also used for bad people,аждагьа,,,,bb38a88d95db0096fcb5032e795affb5,,,,ažduhne,сущ,,
LX000169,dar,aže,n,,аже,,,,174a997ea9f1e2986f650379457cd605,,,,ažne,сущ,,
LX000170,dar,ažij,v,No agreement marker,ажий,,,,a8ed2f11dac2d0cb72b70db38af35333,ag-ij,,agur,,гл ; гл ; гл,,
LX000171,dar,aʔ baˁqij,v,make 'ah' because of being very astonished,аъ бяхъий,,,,72065a27eaf56ebed885f42e41153ec3,aʔ--b-aˁq-ij,,aʔ baˁqib,,гл,,
LX000172,dar,aʔ bilq,n,unclear why the stem vowel is different from the regular verb,аъ билхъ,,,,ce5f0506855ef9f8707776238f08fea5,aʔ--b-ulq,,,aʔ bilqne,сущ,,
LX000173,dar,aʔ bulqij,v,,аъ булхъий,,,,98fa3717b6cde7358e45c02b9e87d466,aʔ--b-ulq-ij,,,,гл,aʔ bulqunne,
b-_1,dar,b-,v.pref,,б-,,,,,,,,,гл. прист,,
-b_1,dar,-b,suf,"gender agreement suffix used with verbs, and for the essive case (added to nominals including nominalized verb forms)",-б,,,,,,,,,суф,,
b-_2,dar,b-,v.pref,,б-,,,,,,,,,гл. прист,,
-b_2,dar,-b,suf,"gender agreement suffix used with verbs, and for the essive case (added to nominals including nominalized verb forms)",-б,,,,,,,,,суф,,
LX000174,dar,babqʼi,adj,,бабкьи,,,,68855ef0efb003fd7dee9d284e6831be,b-abqʼi,,,,прил,,
LX000175,dar,babqʼi,n,Sg: babqʼi; Pl: dabqʼi,бабкьи,,,,68855ef0efb003fd7dee9d284e6831be,b-abqʼi,,,,сущ,,
LX000176,dar,baˁbʁij,v,,бябгъий,,,,0273035f572cc7ce1f39b0323712b7a0,b-aˁbʁ-ij,,,,гл,,
LX000177,dar,baˁbχːij,v,,бябххий,,,,f99bed789ed8ae4e54999d85692c88ee,b-aˁbχː-ij,,baˁbχːib,,гл,,
bac,dar,bac,n,,бац,,,,f1d316b6b6cf2a14df44fe14e0c0c42e,,,,bucre,сущ ; сущ,,
bacij,dar,bacij,v,,баций,,,Bacen!,4a10e1f6be06d0f9f87a15b78bc8a9b9,b-ac-ij,,bacun,,гл,,
bacunce_qu,dar,bacunce qu,n,,бацунце хъу,,,,541b8bf9635d475c332562e72a5039dd,b-ac-un-ce--qu,,,dacunte qume,сущ,,
LX000178,dar,bacːilla,adv,,баццилла,,,,c8be7a955113d98e9eb12cd79e3d91e7,bac-il-la,,,,нареч,,
LX000179,dar,bacʼ barqʼij,v,,бацI баркьй,,,bacʼ barqʼa!,019e54d485fda44b2df81374f4ce4b6a,b-acʼ--b-arqʼ-ij,,bacʼ barqʼib,,гл,,
LX000180,dar,bacʼ biχʷij,v,,бацI бихвий,,,,bf698f42d8e724e83cc77139a183d70e,b-acʼ--b-iχʷ-ij,,bacʼ biχub,,гл,,
LX000181,dar,bacʼ dig,n,,бацI диг,,,,1d2fb31b5fb4680c66560e7b063662e1,,,,,сущ,,
LX000182,dar,bacʼ urkʼilij,v,lit. because of an empty heart,бацI уркIилий,,,,d8693ff5659ac5bb53147ec17d5b1e8f,b-acʼ--urkʼi-li-j,,,,гл,,
LX000183,dar,bacʼaqij,v,causative of bacʼij 'melt' (intr.),бацIахъий,,,Bacʼaqa!,a1dd935431066a98cf22e39ff4c97d16,b-acʼ-aq-ij,,bacʼaqib,,гл,,
LX000184,dar,bacʼce,adj,,бацIце,,,,4f33456766b82b47dc7057ae53943dd4,b-acʼ-ce,,,,прил,,
LX000185,dar,bacʼdex,n,,бацIдехь,,,,57b1e80c8bba23ece78c336849b8b44e,b-acʼ-dex,,,bacʼdexːe,сущ,,
LX000186,dar,bacʼij,v,intransitive ; this is a common curse,бацIий,,,,4587bac4d3f8c8f2531f193daf0331f6,b-acʼ-ij,,bacʼib,,гл,,
LX000187,dar,bacʼle,adv,,бацIле,,,,f7bd100f5439900a1c2197a1be8e7659,bacʼ-le,,,,нареч,,
LX000188,dar,bači,n,piece of jewelry,бачи,,,,9c88c53176a78879b9fc5e53ab94731b,,,,bačne,сущ ; сущ,,
LX000189,dar,baˁčij,v,"labile verb; e.g. lamp, TV, but NOT stick",бячий,,,Baˁčen!,c873bec94284d99bfde9640c3d9882b5,b-aˁč-ij,,baˁčun,,гл,,
LX000190,dar,bačij,v,with paint,бачий,,,Baka!,76b15b18046d47df6f27518d3ce4e128,b-ak-ij,,bačib,,гл ; гл,,
LX000191,dar,bačʼaqij,v,,бачIахъий,,,,77968bb69cab7f5d5124558ec953441f,b-akʼ-aq-ij,,bačʼaqib,,гл,,
LX000192,dar,bačʼibil,n,this is the preterite participle of the verb bačʼij 'grow',бачIибил,,,,10e0665cc143152d5d97eab1df7df6d5,b-akʼ-ib-il,,,dačʼibte,сущ,,
LX000193,dar,bačʼij,v,,бачIий,,,,4a7782cf8c4922d2bc23299c900085e9,b-akʼ-ij,,bačʼib,,гл,,
LX000194,dar,baˁčʼij,v,"e.g. mashed potatoes, tomatoes,",бячIий,,,Baˁčʼen!,105758b9b1370895b6d6cd37cf6413f7,b-aˁčʼ-ij,,baˁčʼun,,гл,,
LX000195,dar,bačʼu,n,,бачIу,,,,2aeba278c3c73d01242ff8c06028c34f,,,,,сущ,,
badra,dar,badra,n,"Russian loan ; this is a subordinate adverbial clause, not a main clause",бадра,,,,2023363d7d291ce85472b9a0f4144bb3,,,,badrume,сущ,,
bah,dar,bah,adv,The initial b is not an agreement marker,багь,,,,915f5c2a9632ae8fb78fdff44854e4a4,,,,,нареч,,
LX000196,dar,bah ažij,v,the audio has the masculine singular form,багь ажий,,,,9d36d7d83d109807a8963fcc54ea07c4,b-ah--ag-ij,,bah agur,,гл,,
bah_balgij,dar,bah balgij,v,the audio has the masculine singular form; perfective verb,багь балгий,,,Wah walga! / Rahralga!; Wahwalgen! / Rahralgen!,0be9f1f48d7529008f17e48bb6dcdf5d,b-ah--b-alg-ij,,bah balgun,,гл,,
LX000197,dar,bah bicːij,v,lit. 'waist wash'; this is the masculine singular form,багь бицций,,,,5df4f68e2ba81268cda39d985758573a,b-ah--b-icː-ij,,bah bicːur,,гл,,
LX000198,dar,bah bircːij,v,lit. 'waist wash'; this is the masculine singular form; imperfective verb,багь бирцций,,,,,b-ah--b-ircː-ij,,,,гл,bah bircːul,
bah_bugij,dar,bah bugij,v,,багь бугий,,,,3b44d25e26c64665f97e044da3070db5,b-ah--b-ug-ij,,bah bugun,,гл,,
bah_bulgij,dar,bah bulgij,v,,багь булгий,,,,5730026793b10da2ab41374f538b024a,b-ah--b-ulg-ij,,,,гл,bah bulgunne,
bah_hila,dar,bah hila,adv,temporal adverbial,багь гьила,,,,d638307b2b8e54a3352baa5a7f432442,bah--hila,,,,нареч,,
bah_lugij,dar,bah lugij,v,this is the masculine singular form wah lugij,багь лугий,,,,b89a8e35d73939cc9cd4fe71b37c2400,b-ah--lug-ij,,,,гл,,
baha,dar,baha,n,Persian loan,багьа,,,,73fdb6f8e914d82c7187320be2a41407,,,,,сущ,,
bahadur,dar,bahadur,n,Turkic loan,багьадур,,,,9db5c57affe9fc5d419de469bd8afbfc,,,,bahadurte,сущ,,
bahadurdex,dar,bahadurdex,n,,багьадурдехь,,,,d88db8fd2b727f12f75c47a765c94306,bahadur-dex,,,,сущ,,
bahana,dar,bahana,n,,багьана,,,,c5edd53bd3e0b9ec69957e6221de66a6,,,,bahante,сущ,,
bahandan,dar,bahandan,post,,багьандан,,,,61763b0f6f51e282c75cc1e22dd2033c,,,,,посл,,bahanne
bahanne,dar,bahanne,post,,багьанне,,,,40ea16786eceffca90c509a0953a6655,bahana-le,,,,посл ; pосл,,bahandan
LX000199,dar,bahatʼij,v,the verb is normally used in the imperfective converb form,багьатIий,,,,93df9f4c263df5b92b7c7ed7c9291311,bahatʼ-ij,,,,гл,bahatʼun,
LX000200,dar,bahatʼundex,n,,багьатIундехь,,,,04fa97b7519fb7a8eaa44b956966e207,bahatʼ-un-dex,,,,сущ,,
LX000201,dar,bahatʼunne,adv,,багьатIунне,,,,ea9afcd5ff9ee0c99c7bd0f834563792,bahatʼ-un-le,,,,нареч,,
bahinte,dar,bahinte,n,plural of wah 'owner',багьинте,,,,02845ff192bdb86c0a2bbfd83195bbce,b-ah-in-te,,,,сущ ; сущ,,
LX000202,dar,bahla barqʼij,v,,багьла баркьий,,,,8ae5e337d8f6294d66c63c6e9fe5fa15,bahla--b-arqʼ-ij,,bahla barqʼib,,гл,,
LX000203,dar,bahla biχʷij,v,the audio has the masculine singular form bahla iχʷij,багьла бихвий,,,,6d09cd6097f7c0e21462ee3630525abb,bahla--b-iχʷ-ij,,bahla biχub,,гл,,
bahla-bahlal,dar,bahla-bahlal,adv,The b- is not an agreement marker,багьла-багьлал,,,,d8a377cf3549c7977a07f89975368970,bahla--bahla-l,,,,нареч ; нареч,,
bahlace,dar,bahlace,adj,The b- is not an agreement marker,багьлаце,,,,61935ed0e2cd92ba1db298b2dde65779,bahla-ce,,,,прил ; прил,,
bahlal,dar,bahlal,adv,,багьлал,,,,ce96c5f2645d71db8a4dc4ee6988420f,bahla-l,,,,нареч,,
bahlalla,dar,bahlalla,adv,emphatic,багьлалла,,,,6b36ba4130fa442c25b9542f6fea9697,bah-la-l-la,,,,нареч,,
bahrigan,dar,bahrigan,adj,,багьриган,,,,0a60e6db69ac6ae5cbeb1cc89e4d68ff,bah-r-ig-an,,,bahrigante,прил,,
bahsalar,dar,bahsalar,adv,,багьсалар,,,,aea19cd199da260ec98b8197ed063008,bah-salar,,,,нареч,,
bahsar,dar,bahsar,adv,The b- is not an agreement marker,багьсар,,,,064dd4d47e3ca1879c098192ecd9eece,,,,,нареч,,
LX000204,dar,Baˁħaˁmma,n,,БяхIямма,,,,10571e758fd913ff3a6b83b210100939,,,,,собств,,
LX000205,dar,baˁħaˁqij,v,causative verb,бяхIяхъий,,,,e0dd46031c4066410cf3261b77be18ee,b-aˁħ-aq-ij,,baˁħaˁqun,,гл,,
LX000206,dar,baˁħce,adj,The b- is not an agreement marker,бяхIце,,,,2793e70d51382008535ce5d350776132,baˁħ-ce,,,,прил,,
LX000207,dar,baˁħij,v,triggers optional pharyngealization of inflectional suffixes,бяхIий,,,,e6e0d4a09e857b612c122f3872740291,b-aˁħ-ij,,baˁħun,,гл,,
LX000208,dar,baˁħtːi,n,,бяхIтти,,,,4b83edcdc42fb0d421d9c1e462cc56cb,,,,,сущ,,
LX000209,dar,baˁħundex,n,,бяхIундехь,,,,b819f3c1b39f064381c262665c941e64,b-aˁħ-un-dex,,,,сущ,,
bajram,dar,bajram,n,"Always used in the plural, even for single holidays. ; every kind of holiday; Turkic loan",байрам,,,,b0ce824b3e85427a30d22d8fa8acf32e,,,,bajrumte; bajramte,сущ,,
bajraq,dar,bajraq,n,Turkic loan,байрахъ,,,,34b290d3cb59a6796a6b6c54aa8c5c7d,,,,bajruqːe,сущ,,
LX000210,dar,bajraqči,n,,байрахъчи,,,,412c86a980f42f34e0313de92776bd5e,bajraq-či,,,bajraqčime,сущ,,
bajturman,dar,bajturman,n,"the word is unclear, not found in the Lit Dargwa dictionary; HM cannot explain its meaning but says that he has heard it",байтурман,,,,5ff450a66192ddfb93d827aefd65dfe4,,,,,сущ,,
LX000211,dar,bakːu,cop,this form of the negative copula has existential / locational meaning and the first vowel is long and stressed; otherwise used as copula or auxiliary in periphrastic verb forms'; the audio has the form without agreement prefix,бакку,,,,eb57101dbaba995f1ac3b12894282efa,b-akː-u,,,,связ,,
LX000212,dar,bakːʷi,cop,this is the past tense form of the negative copula with the gender prefix; this form has existential / locational meaning,баккви,,,,44b5c41e104c57cbd1afdd06c03affb9,b-akːʷ-i,,,,связ,,
LX000213,dar,bal barqʼij,v,"the preverb is not a short adjectival stem, but occurs only together with verbs",бал баркьий,,,,3f7fc8039336ef1d18982890efade0cb,b-al--b-arqʼ-ij,,bal barqʼib,,гл,,
LX000214,dar,bal bičaqij,v,"has an agreement prefix; first part of compound verb is b-al 'together, fit' that cannot be used as an adjective",бал бичахъий,,,,a76d738891c75c9bae898bb9ab837eb9,b-al--b-ič-aq-ij,,bal bičaqib,,гл,,
LX000215,dar,bal bičij,v,"the preverb is not a short adjectival stem, but occurs only together with verbs",бал бичий,,,,da3e75e74645318f2df40e40b1f6ed5a,b-al--b-ik-ij,,bal bičib,,гл,,
LX000216,dar,bal čiaʁij,v,"the preverb is not a short adjectival stem, but occurs only together with verbs",бал чиагъий,,,,eaf72e144ceb7037fd7cba1de23bda2d,b-al--či-aʁ-ij,,bal čiaʁib,,гл,,
LX000217,dar,bal čibarqʼij,v,"the preverb is not a short adjectival stem, but occurs only together with verbs",бал чибаркьий,,,,9ee1cd7d4289049269723fef51305420,b-al--či-b-arqʼ-ij,,bal čibarqʼib,,гл,,
bala,dar,bala,n,,бала,,,,bd2e915f53612129a991b02fa7976c0b,,,,balate,сущ ; сущ,,
balcij,dar,balcij,v,,балций,,,,ec7a1ec197dba1c83b81b0e7301f84c1,b-alc-ij,,,,гл,balcun,
LX000218,dar,balcʼij,v,,балцIий,,,Balcʼen!,aff749a890363db2d21832ecf15b7e8b,b-alcʼ-ij,,balcʼun,,гл,,
